rule_lhs	rule_rhs	lhs	rhs	judgment	confidence
stand to	exist to	a tradition stand to this day	a tradition exist to this day	Yes	1
put link to	put up a link to	all your friends put link to this website	all your friends put up a link to this website	Yes	1
be owned by	remain the property of	The comments be owned by the poster	The comments remain the property of the poster	Yes	1
answer a lot of	begin to answer	This movie answer a lot of those questions	This movie begin to answer those questions	Yes	1
be given a tour of	tour	students be given a tour of the medical school	students tour the medical school	Yes	1
possess	have	Individuals possess a high school diploma	Individuals have a high school diploma	Yes	1
have ton of	have load of	The book have ton of photos	The book have load of photos	Yes	1
exist in	be present in	Ozone molecules exist in the air	Ozone molecules be present in the air	Yes	1
raise	increase	artists raise their voices	artists increase their voices	Yes	1
be given	receive	subjects be given cognitive tests	subjects receive cognitive tests	Yes	1
become famous in	become well-known in	the town become famous in the 9th and 10th century	the town become well-known in the 9th and 10th century	Yes	1
be right for	be the right choice for	the size be right for your needs	the size be the right choice for your needs	Yes	1
be available in	be available on	Forms be available in PDF format	Forms be available on PDF format	Yes	1
be something of	come as	The whole experience be something of a revelation	The whole experience come as a revelation	Yes	1
have concern for	be concern about	the hypnotherapist have concern for the client	the hypnotherapist be concern about the client	Yes	1
develop	be developed by@R@	This game develop eye-hand coordination	eye-hand coordination be developed by This game	Yes	1
be all included in	be provided within	These clips be all included in the video	These clips be provided within the video	Yes	1
have a liking for	have a penchant for	Young people have a liking for sports cars	Young people have a penchant for sports cars	Yes	1
agree on	address	the buyer and seller agree on a purchase price	the buyer and seller address a purchase price	Yes	1
be a great way to get	be a good way to get	Forums be a great way to get knowledge	Forums be a good way to get knowledge	Yes	1
contain link to	include link to	Web Site contain link to other Web Sites	Web Site include link to other Web Sites	Yes	1
be optimal for	be suitable to	a newspaper be optimal for advertising	a newspaper be suitable to advertising	Yes	1
send to	be returned to	any form of electronic , verbal , or written communication send to the Licensor	any form of electronic , verbal , or written communication be returned to the Licensor	Yes	1
transform	have a profound effect on	Daley transform Chicago	Daley have a profound effect on Chicago	Yes	1
spread	be spread by@R@	the winds spread fires	fires be spread by the winds	Yes	1
be filled with	be packed full of	his eyes be filled with tears	his eyes be packed full of tears	Yes	1
feel passionate about	take an interest in	Minority groups feel passionate about him	Minority groups take an interest in him	Yes	1
happen at	occur at	Love happen at any time	Love occur at any time	Yes	1
increase	up	Supports increase offshore oil drilling	Supports up offshore oil drilling	Yes	1
be out	keep on	his sons be out hunting	his sons keep on hunting	Yes	1
love to make	love to create	Children love to make these cookies	Children love to create these cookies	Yes	1
conduct	organize	the Corporation conduct any activities	the Corporation organize any activities	Yes	1
own	retain ownership of	the companies own the bandwidth	the companies retain ownership of the bandwidth	Yes	1
produce	bear	Men produce testosterone	Men bear testosterone	Yes	1
roll up to	pull up outside	my cab roll up to the door	my cab pull up outside the door	Yes	1
use a combination of	utilize a variety of	Chiropractors use a combination of treatments	Chiropractors utilize a variety of treatments	Yes	1
get on	get onto	many people get on the right track	many people get onto the right track	Yes	1
be done in	be to be done in	This project be done in collaboration	This project be to be done in collaboration	Yes	1
be based on	rely on	Our service be based on information	Our service rely on information	Yes	1
apply for	ask for	Applicants apply for grants	Applicants ask for grants	Yes	1
hope for	hope to have	Egypt hope for a long-term truce	Egypt hope to have a long-term truce	Yes	1
provide something for	have everything for	the menu provide something for all tastes	the menu have everything for all tastes	Yes	1
play a crucial role in	be essential to	the pineal gland play a crucial role in the circadian rhythm	the pineal gland be essential to the circadian rhythm	Yes	1
search in	try search	him search in the king 's library	him try search the king 's library	Yes	1
consist of	be composed of	the moon consist of green cheese	the moon be composed of green cheese	Yes	1
be available at	be offered at	The proceedings be available at the time of the conference	The proceedings be offered at the time of the conference	Yes	1
apply for	file for	Students apply for more than one award	Students file for more than one award	Yes	1
try to be	want to be	companies try to be good citizens	companies want to be good citizens	Yes	1
sympathize with	be sympathetic with	the Board sympathize with the resident	the Board be sympathetic with the resident	Yes	1
submit via	be accepted by	Information submit via forms	Information be accepted by forms	Yes	1
appear on	be visible on	my credit appear on my account	my credit be visible on my account	Yes	1
go on behind	take place behind	a lot go on behind the scenes	a lot take place behind the scenes	Yes	1
preside over	head	President Hu Jintao preside over the meeting	President Hu Jintao head the meeting	Yes	1
vary with	vary accord to	The menu vary with the availability of ingredients	The menu vary accord to the availability of ingredients	Yes	1
have a great influence on	continue to influence	His life have a great influence on others	His life continue to influence others	Yes	1
be presented to	be provided to	a separation agreement be presented to the court	a separation agreement be provided to the court	Yes	1
be uncommon for	be rare for	Support groups be uncommon for this condition	Support groups be rare for this condition	Yes	1
be paved with	be laid with	the courtyard be paved with marble	the courtyard be laid with marble	Yes	1
form one of	be considered to be one of	This survey form one of a series	This survey be considered to be one of a series	Yes	1
be connected to	be attached to@R@	the machine be connected to a local network	a local network be attached to the machine	Yes	1
do more on	be more on	Japan do more on security	Japan be more on security	Yes	1
have all type of	have a great variety of	The site have all type of gifts	The site have a great variety of gifts	Yes	1
depart at	set out at	The vehicle depart at a high rate of speed	The vehicle set out at a high rate of speed	Yes	1
be classified as	be considered as	this email be classified as spam	this email be considered as spam	Yes	1
set up	set	Parents set up the furniture	Parents set the furniture	Yes	1
prefer	prefer to use	Shrubs prefer full sun	Shrubs prefer to use full sun	Yes	1
be prevent	help prevent	The medicine be prevent withdrawal symptoms	The medicine help prevent withdrawal symptoms	Yes	1
be notified of	be alerted to	The administration be notified of this problem	The administration be alerted to this problem	Yes	1
be considered to be one of	be the one of	Golf be considered to be one of the most popular sports	Golf be the one of the most popular sports	Yes	1
contact	check with	The parties contact each other	The parties check with each other	Yes	1
stay at	stay with	The women stay at the van	The women stay with the van	Yes	1
post	be posted	Ive post another video	Ive be posted another video	Yes	1
lack	be short of	The slaves lack their freedom	The slaves be short of their freedom	Yes	1
attend	study at	The family attend the Unitarian church	The family study at the Unitarian church	Yes	1
get into	go into	the race get into the final stretch	the race go into the final stretch	Yes	1
need to provide	be responsible for provide	The applicant need to provide more detail	The applicant be responsible for provide more detail	Yes	1
do a lot of	do plenty of	an engineer do a lot of work	an engineer do plenty of work	Yes	1
restart	try restart	Johnny restart the job	Johnny try restart the job	Yes	1
be scheduled for	be set for	The contest be scheduled for Wednesday night	The contest be set for Wednesday night	Yes	1
be happy with	be comfortable with	developers be happy with your requirements	developers be comfortable with your requirements	Yes	1
receive a bit of	get a fair amount of	one difference receive a bit of attention	one difference get a fair amount of attention	Yes	1
be enabled by	be available by	DHCP be enabled by default	DHCP be available by default	Yes	1
be given at	be provided at	rings be given at the wedding ceremony	rings be provided at the wedding ceremony	Yes	1
be the site for	be the official site for	The annual conference be the site for the Annual General Meeting	The annual conference be the official site for the Annual General Meeting	Yes	1
divide	split	Players divide their forces	Players split their forces	Yes	1
be aligned with	conform to	their interests be aligned with yours	their interests conform to yours	Yes	1
have a couple of	have a pair of	mine have a couple of scratches	mine have a pair of scratches	Yes	1
resonate with	make sense to	His stories resonate with adults	His stories make sense to adults	Yes	1
be a substitute for	be more like	this web site be a substitute for medical advice	this web site be more like medical advice	Yes	1
be connected to	be attached to	The kennel be connected to the house	The kennel be attached to the house	Yes	1
feature	offer	The kitchen feature many cabinets	The kitchen offer many cabinets	Yes	1
be regarded as	be perceived as	Chennai be regarded as the Gateway	Chennai be perceived as the Gateway	Yes	1
need to provide	need to supply	The applicant need to provide more detail	The applicant need to supply more detail	Yes	1
be an easy way for	be useful for	Sitemaps be an easy way for webmasters	Sitemaps be useful for webmasters	Yes	1
feature	be equipped with	The kitchen feature many cabinets	The kitchen be equipped with many cabinets	Yes	1
be found in	be included in	More information be found in the guidance	More information be included in the guidance	Yes	1
have a subscription to	subscribe to	The Library have a subscription to several online databases	The Library subscribe to several online databases	Yes	1
be designed for	be useful for	This keyboard be designed for individuals	This keyboard be useful for individuals	Yes	1
demonize	be hated by@R@	the religious right demonize homosexuals	homosexuals be hated by the religious right	Yes	1
want to be in	want to get in	Ive want to be in the music business	Ive want to get in the music business	Yes	1
seize control of	control	The military junta seize control of Thailand	The military junta control Thailand	Yes	1
take care of	attend to	mom and dad take care of the baby	mom and dad attend to the baby	Yes	1
display	show	The site display many photos	The site show many photos	Yes	1
be designed for	be suited to	This keyboard be designed for individuals	This keyboard be suited to individuals	Yes	1
sign	be a signatory of	Johnson sign the Voting Rights Act	Johnson be a signatory of the Voting Rights Act	Yes	1
be interested in learn about	want to learn about	journalists be interested in learn about Japan	journalists want to learn about Japan	Yes	1
accept	accept payment by	India accept any money	India accept payment by any money	Yes	1
be a result of	arise from	almost all cases be a result of exposure	almost all cases arise from exposure	Yes	1
own a number of	have a large collection of	Time Warner own a number of cable networks	Time Warner have a large collection of cable networks	Yes	1
sit at	sit down at	his mother sit at the window	his mother sit down at the window	Yes	1
go into	flee into	3 guys go into a bar	3 guys flee into a bar	Yes	1
chat to	remark to	the birds chat to one another	the birds remark to one another	Yes	1
launch	start	Leanne launch Safeguard Innovations	Leanne start Safeguard Innovations	Yes	1
have a love for	be an avid fan of	My father have a love for education	My father be an avid fan of education	Yes	1
mean eat	mean	Good nutrition mean eat fewer calories	Good nutrition mean fewer calories	Yes	1
be based on	be related to	Our service be based on information	Our service be related to information	Yes	1
speed	facilitate	A fan speed air circulation	A fan facilitate air circulation	Yes	1
be the light of	be the energy of	Passion be the light of truth	Passion be the energy of truth	Yes	1
design	construct	RALPH LAUREN design CHAPS	RALPH LAUREN construct CHAPS	Yes	1
provide further information on	offer information on	him provide further information on Muhammad 's life	him offer information on Muhammad 's life	Yes	1
earn in	generate in	the income earn in that state	the income generate in that state	Yes	1
guarantee	allow for	zonealarm guarantee a cheap firewall	zonealarm allow for a cheap firewall	Yes	1
enter	join	Immigrants enter our country	Immigrants join our country	Yes	1
be all of	include all of	the answer be all of the above	the answer include all of the above	Yes	1
feature the work of	include the work of	The journal feature the work of members and nonmembers	The journal include the work of members and nonmembers	Yes	1
dabble in	do a little bit of	Newton dabble in the occult	Newton do a little bit of the occult	Yes	1
drop on	fall upon	Her head drop on her breast	Her head fall upon her breast	Yes	1
wrap up	wrap up on	things wrap up this season	things wrap up on this season	Yes	1
be given throughout	be featured throughout	Tests be given throughout the morning	Tests be featured throughout the morning	Yes	1
be valid for	be good for to	Gift vouchers be valid for 12 months	Gift vouchers be good for to 12 months	Yes	1
post	upload	Ive post another video	Ive upload another video	Yes	1
be happy to do	wanna do	teens be happy to do their research	teens wanna do their research	Yes	1
reduce	help decrease	The administration reduce training	The administration help decrease training	Yes	1
be the responsibility of	remain the responsibility of	legislation be the responsibility of Parliament	legislation remain the responsibility of Parliament	Yes	1
arise on	occur on	The first mammals arise on Earth	The first mammals occur on Earth	Yes	1
share	share some of	The experts share their experiences	The experts share some of their experiences	Yes	1
be proud of	be pleased with	Nicole Kidman be proud of her performance	Nicole Kidman be pleased with her performance	Yes	1
experience	be affected by	men experience prostate problems	men be affected by prostate problems	Yes	1
be puzzled by	wonder at	Autistic children be puzzled by faces	Autistic children wonder at faces	Yes	1
be excited about	be happy with	our employees be excited about their jobs	our employees be happy with their jobs	Yes	1
split up in	split into	The hotel split up in two floors	The hotel split into two floors	Yes	1
offer a comprehensive range of	provide a wide variety of	The Business Center offer a comprehensive range of services	The Business Center provide a wide variety of services	Yes	1
want to be	want to become	A friend of mine want to be a musician	A friend of mine want to become a musician	Yes	1
recommend for	approve for	This apartment recommend for 5 adults	This apartment approve for 5 adults	Yes	1
be responsible for	be linked to	Merchants be responsible for all aspects of order processing	Merchants be linked to all aspects of order processing	Yes	1
be the kind of	be some kind of	Trolling be the kind of fishing	Trolling be some kind of fishing	Yes	1
be designed to support	be designed to aid	This program be designed to support four students	This program be designed to aid four students	Yes	1
play in	appear in	Johnson play in the third game	Johnson appear in the third game	Yes	1
know of	hear about	others know of your experience	others hear about your experience	Yes	1
be given to	be given for	user data be given to third parties	user data be given for third parties	Yes	1
purchase	order	those users purchase online	those users order online	Yes	1
be all about	be designed for	our school be all about football	our school be designed for football	Yes	1
be out in	be in	your kids be out in the sun	your kids be in the sun	Yes	1
be specific to	be tailored to	ProductCart be specific to Google Checkout	ProductCart be tailored to Google Checkout	Yes	1
feature	incorporate	The site feature listings	The site incorporate listings	Yes	1
be credited to	be transferred into	Interest be credited to the account	Interest be transferred into the account	Yes	1
be used in	be meant to be used in	Hebrew be used in the Septuagint	Hebrew be meant to be used in the Septuagint	Yes	1
gaze up at	stare up at	his grandson gaze up at him	his grandson stare up at him	Yes	1
play a role in	have a role in	stress play a role in depression	stress have a role in depression	Yes	1
encounter	run into	The Romans encounter the Germanic tribes	The Romans run into the Germanic tribes	Yes	1
know about	be familiar with	Jones know about Maine	Jones be familiar with Maine	Yes	1
kill	kill off	Curiosity kill the cat	Curiosity kill off the cat	Yes	1
be true of	be true about	The same be true of music	The same be true about music	Yes	1
compete with	play against	Alaska compete with Ohio	Alaska play against Ohio	Yes	1
be open for	be opened up for	The lounge be open for lunch and dinner	The lounge be opened up for lunch and dinner	Yes	1
be moved through	be transported across	machines be moved through 360 degrees	machines be transported across 360 degrees	Yes	1
put down	finish	Russia put down a rebellion	Russia finish a rebellion	Yes	1
take a road trip to	drive into	the crew take a road trip to Bristol	the crew drive into Bristol	Yes	1
run in	do run in	This process run in the background	This process do run in the background	Yes	1
be full of	be rich in	The arcade be full of games	The arcade be rich in games	Yes	1
be risky for	be troublesome for	secured loans be risky for lenders	secured loans be troublesome for lenders	Yes	1
have an effect on	transform	ACE inhibitors have an effect on blood pressure	ACE inhibitors transform blood pressure	Yes	1
describe	provide information about	One of the authors describe the book	One of the authors provide information about the book	Yes	1
discuss	talk about	The learner discuss cultures	The learner talk about cultures	Yes	1
be the cause of	trigger	Weather be the cause of the delay	Weather trigger the delay	Yes	1
be advised for	be helpful for	genetic counseling be advised for couples	genetic counseling be helpful for couples	Yes	1
think about	think of	traders think about the stock market	traders think of the stock market	Yes	1
enable	allow for	Our products and services enable organizations	Our products and services allow for organizations	Yes	1
study at	be a student of	McKellar study at UCLA	McKellar be a student of UCLA	Yes	1
rise to	surge to	UCLA rise to No. 2	UCLA surge to No. 2	Yes	1
be different from	be unlike	Your password be different from your username	Your password be unlike your username	Yes	1
hold up to	hold about	This room hold up to 500 people	This room hold about 500 people	Yes	1
sit on	sit up on	the adult sit on the nest	the adult sit up on the nest	Yes	1
be smarter than	outsmart	My dad be smarter than your dad	My dad outsmart your dad	Yes	1
be measured in	represent the number of	The amplitude be measured in decibels	The amplitude represent the number of decibels	Yes	1
begin the process of	undergo	families begin the process of recovery	families undergo recovery	Yes	1
put a stop to	need to stop	President-elect Barack Obama put a stop to efforts	President-elect Barack Obama need to stop efforts	Yes	1
be a bit of	feel like	Fat be a bit of a dirty word	Fat feel like a dirty word	Yes	1
be a market leader in	be leader in	NVIDIA be a market leader in graphics	NVIDIA be leader in graphics	Yes	1
be developed in	be produced in	Methadone be developed in Nazi Germany	Methadone be produced in Nazi Germany	Yes	1
be sought after by	be a favorite with	Its graduates be sought after by industries	Its graduates be a favorite with industries	Yes	1
have a range of	have a selection of	The hotel have a range of great rooms	The hotel have a selection of great rooms	Yes	1
keep develop	begin to develop	the companies keep develop new drugs	the companies begin to develop new drugs	Yes	1
appear on	show on	the material appear on screen	the material show on screen	Yes	1
post about	be curious about	women post about Social Security	women be curious about Social Security	Yes	1
be directed towards	be designed to help	Professional development be directed towards individuals	Professional development be designed to help individuals	Yes	1
suit	match	this one suit my tastes	this one match my tastes	Yes	1
be identical to	be equivalent to	A set be identical to itself	A set be equivalent to itself	Yes	1
have problem with	have any problem with	her husband have problem with the marriage	her husband have any problem with the marriage	Yes	1
be necessary for	be vital for	a blog be necessary for their business	a blog be vital for their business	Yes	1
host	be home to	The club host the event	The club be home to the event	Yes	1
search for	seek	Users search for lessons	Users seek lessons	Yes	1
enter	go into	a girl enter the room	a girl go into the room	Yes	1
do a lot of	do plenty of	Crichton do a lot of research	Crichton do plenty of research	Yes	1
choose to make	wish to make	Patients choose to make their own medical decisions	Patients wish to make their own medical decisions	Yes	1
open in	take place in	This link open in a new window	This link take place in a new window	Yes	1
be by	be done with	feedback be by email	feedback be done with email	Yes	1
participate in	have the opportunity to participate in	small businesses participate in the rulemaking process	small businesses have the opportunity to participate in the rulemaking process	Yes	1
be sold to	sell to	your account be sold to a third party	your account sell to a third party	Yes	1
go into	move into	The Netherlands go into recession	The Netherlands move into recession	Yes	1
be a valued member of	be a valuable member of	April be a valued member of the team	April be a valuable member of the team	Yes	1
get some of	see some of	all parents get some of this training	all parents see some of this training	Yes	1
be engraved on	be engraved with@R@	His name be engraved on the village War Memorial	the village War Memorial be engraved with His name	Yes	1
be equivalent to	be about	A 2.0 be equivalent to a C average	A 2.0 be about a C average	Yes	1
seize control of	win control of	The military junta seize control of Thailand	The military junta win control of Thailand	Yes	1
calculate	figure	the program calculate the commission	the program figure the commission	Yes	1
monitor the progress of	check the status of	Candidates monitor the progress of students	Candidates check the status of students	Yes	1
be most important to	be the most important to	the attributes be most important to him	the attributes be the most important to him	Yes	1
describe	define	a user describe objects	a user define objects	Yes	1
span more than	cover more than	a career span more than 20 years	a career cover more than 20 years	Yes	1
cut down on	try to reduce	INTERNATIONAL PHARMACY cut down on the bill	INTERNATIONAL PHARMACY try to reduce the bill	Yes	1
be promised to	be a promise to	Tomorrow be promised to no one	Tomorrow be a promise to no one	Yes	1
be born in	be born at	Sukarno be born in Surabaya	Sukarno be born at Surabaya	Yes	1
plant	sow	The women plant corn	The women sow corn	Yes	1
do a lot of	do a great deal of	Crichton do a lot of research	Crichton do a great deal of research	Yes	1
voice	express	Iraqis voice their opinions	Iraqis express their opinions	Yes	1
search	search through	Tag Galaxy search Flickr	Tag Galaxy search through Flickr	Yes	1
teach	start teach	Christ teach the children	Christ start teach the children	Yes	1
play a crucial role in	be an essential part of	the pineal gland play a crucial role in the circadian rhythm	the pineal gland be an essential part of the circadian rhythm	Yes	1
be signed to	sign to	The band be signed to Capitol Records	The band sign to Capitol Records	Yes	1
recommend for	be best for	This apartment recommend for 5 adults	This apartment be best for 5 adults	Yes	1
be the centre of	be the focus of	the earth be the centre of the universe	the earth be the focus of the universe	Yes	1
proceed to	head for	The heavy cruiser proceed to Norfolk	The heavy cruiser head for Norfolk	Yes	1
be proud of	be satisfied with	Government be proud of its contribution	Government be satisfied with its contribution	Yes	1
recover	regain	the defendant recover his costs	the defendant regain his costs	Yes	1
show sign of	start show sign of	these children show sign of anxiety	these children start show sign of anxiety	Yes	1
watch over	be protective of	FINRA watch over its members	FINRA be protective of its members	Yes	1
be available to	become available to	a new site be available to the public	a new site become available to the public	Yes	1
be important in	be vital in	Branding be important in a business	Branding be vital in a business	Yes	1
have a special meaning to	be personal to	various things have a special meaning to him	various things be personal to him	Yes	1
go up on	go up in	Moses go up on Mount Cyanide	Moses go up in Mount Cyanide	Yes	1
assist student in	provide assistance in	classes assist student in pronunciation	classes provide assistance in pronunciation	Yes	1
be referred to as	be said to be	Fused glass be referred to as warm glass	Fused glass be said to be warm glass	Yes	1
arrive to	arrive for	a lift arrive to the 4th floor	a lift arrive for the 4th floor	Yes	1
work	seem to be	my audio work fine	my audio seem to be fine	Yes	1
be useful in	make sense in	Data compression be useful in communications	Data compression make sense in communications	Yes	1
irk	annoy the hell out of	the move irk shareholders	the move annoy the hell out of shareholders	Yes	1
contain	hold	The cookie contain Personal Information	The cookie hold Personal Information	Yes	1
edit	make a change to	No one edit your post	No one make a change to your post	Yes	1
be beheaded in	be assassinated in	Anne Boleyn be beheaded in the tower	Anne Boleyn be assassinated in the tower	Yes	1
be connected to	be part of	servers be connected to the web.	servers be part of the web.	Yes	1
accommodate up to	hold up to	The trunk accommodate up to 16 cubic feet of cargo	The trunk hold up to 16 cubic feet of cargo	Yes	1
post on	be posted to	Interview post on November 17 , 2007	Interview be posted to November 17 , 2007	Yes	1
be a rite of	be the sacrament of	male circumcision be a rite of passage	male circumcision be the sacrament of passage	Yes	1
identify	detect	your computer identify your browser	your computer detect your browser	Yes	1
stand to	practise to	a tradition stand to this day	a tradition practise to this day	Yes	1
be a measure of	be expressed as	the temperature be a measure of the average kinetic energy	the temperature be expressed as the average kinetic energy	Yes	1
abandon	walk from	the entrepreneur abandon the property	the entrepreneur walk from the property	Yes	1
be worried about	worry about	parents be worried about their sons or daughters	parents worry about their sons or daughters	Yes	1
hope to show	try to show	the authors hope to show social scientists	the authors try to show social scientists	Yes	1
get to know	communicate with	children get to know one another	children communicate with one another	Yes	1
be short of	run short of	This recommendation be short of a proposal	This recommendation run short of a proposal	Yes	1
be held in	be planned for	their first meeting be held in March	their first meeting be planned for March	Yes	1
be called by	be raised by	Special meetings be called by the Chair	Special meetings be raised by the Chair	Yes	1
look upon	know	God look upon your heart	God know your heart	Yes	1
love be	like to become	Ive love be a storyteller	Ive like to become a storyteller	Yes	1
be available to	be made available to	a new site be available to the public	a new site be made available to the public	Yes	1
be helpful for	be helpful in	prenatal vitamins be helpful for women	prenatal vitamins be helpful in women	Yes	1
take a flight to	travel on to	Clinton take a flight to the Middle East	Clinton travel on to the Middle East	Yes	1
aspire to	yearn for	teenagers aspire to virginity	teenagers yearn for virginity	Yes	1
be ready for	be submitted for	the pages be ready for your viewing	the pages be submitted for your viewing	Yes	1
post	publish	others post a reply	others publish a reply	Yes	1
be optimal for	be satisfactory for	a newspaper be optimal for advertising	a newspaper be satisfactory for advertising	Yes	1
be performed in	be accomplished in	the procedure be performed in two steps	the procedure be accomplished in two steps	Yes	1
play a crucial role in	play a role in	the pineal gland play a crucial role in the circadian rhythm	the pineal gland play a role in the circadian rhythm	Yes	1
learn	be trained in	Participants learn the basic techniques	Participants be trained in the basic techniques	Yes	1
enter into	come into	the country enter into an oil crisis	the country come into an oil crisis	Yes	1
vary across	vary within	urban and rural areas vary across countries	urban and rural areas vary within countries	Yes	1
keep an eye out for	look to see	the guide keep an eye out for animals	the guide look to see animals	Yes	1
be known as	be described as	Coho salmon be known as silver salmon	Coho salmon be described as silver salmon	Yes	1
manage	handle	The VA manage hospitals	The VA handle hospitals	Yes	1
produce	be responsible for produce	islet cells produce insulin	islet cells be responsible for produce insulin	Yes	1
be managed by	be regulated by	the trust be managed by the Trustees	the trust be regulated by the Trustees	Yes	1
be disappointing to	be frustrating for	his life be disappointing to him	his life be frustrating for him	Yes	1
be organised at	be held in	Additional sessions be organised at Brussels	Additional sessions be held in Brussels	Yes	1
receive a ton of	receive a couple of	The album receive a ton of spins	The album receive a couple of spins	Yes	1
be given	be provided with	Hamas be given a choice	Hamas be provided with a choice	Yes	1
be composed of	be formed from	the Chinese language be composed of characters	the Chinese language be formed from characters	Yes	1
congratulate	like to thank	McCain congratulate the victor	McCain like to thank the victor	Yes	1
act as	act like	the blood act as a poison	the blood act like a poison	Yes	1
find for	appear for	No Transactions find for this period	No Transactions appear for this period	Yes	1
participate in	be included in	students participate in a practicum	students be included in a practicum	Yes	1
be published on	be shown on	some documents and photos be published on this site	some documents and photos be shown on this site	Yes	1
be familar with	have some experience with	your audience be familar with all this	your audience have some experience with all this	Yes	1
guarantee	supply	zonealarm guarantee a cheap firewall	zonealarm supply a cheap firewall	Yes	1
take a flight to	board a plane to	Clinton take a flight to the Middle East	Clinton board a plane to the Middle East	Yes	1
help establish	help promote	information help establish trust	information help promote trust	Yes	1
be received at	be picked up at	Our case be received at the NVC	Our case be picked up at the NVC	Yes	1
shoot all over	shoot across	Cum shoot all over his chest	Cum shoot across his chest	Yes	1
be organised at	be hosted in	Additional sessions be organised at Brussels	Additional sessions be hosted in Brussels	Yes	1
meet on	meet up on	The Committee meet on February 18	The Committee meet up on February 18	Yes	1
ignore	exclude	Most people ignore this commandment	Most people exclude this commandment	Yes	1
lick	start lick	the animal lick itself	the animal start lick itself	Yes	1
be happy to be	prefer to be	God be happy to be that way	God prefer to be that way	Yes	1
participate in	contribute to	students participate in a practicum	students contribute to a practicum	Yes	1
start in	occur in	This process start in the 19th century	This process occur in the 19th century	Yes	1
want to have	long for	Teens want to have their own space	Teens long for their own space	Yes	1
please tell	please share with	these symptoms please tell your doctor	these symptoms please share with your doctor	Yes	1
drop to	slip to	the prices drop to a reasonable price	the prices slip to a reasonable price	Yes	1
provide service to	work with	others provide service to children and families	others work with children and families	Yes	1
be a state of	be a feeling of	paradise be a state of mind	paradise be a feeling of mind	Yes	1
get to know	come to know	children get to know one another	children come to know one another	Yes	1
start in	go from	This process start in the 19th century	This process go from the 19th century	Yes	1
want to hire	be interested in hire	A CEO want to hire the best	A CEO be interested in hire the best	Yes	1
be a part of	be active in	Photography be a part of our culture	Photography be active in our culture	Yes	1
be a valued member of	be a valuable addition to	April be a valued member of the team	April be a valuable addition to the team	Yes	1
have ton of	have heap of	The book have ton of photos	The book have heap of photos	Yes	1
specialize in	offer a complete line of	Some mortgage companies specialize in home loans	Some mortgage companies offer a complete line of home loans	Yes	1
drop on	drop to	Her head drop on her breast	Her head drop to her breast	Yes	1
play a leading role in	take an active part in	UNESCO play a leading role in adult education	UNESCO take an active part in adult education	Yes	1
have the face of	have the appearance of	The boy have the face of an angel	The boy have the appearance of an angel	Yes	1
offer plenty of	offer a wealth of	Montessori offer plenty of work	Montessori offer a wealth of work	Yes	1
be designed for	be made for	This keyboard be designed for individuals	This keyboard be made for individuals	Yes	1
use for	be used for	The camera use for my tests	The camera be used for my tests	Yes	1
emerge at	come in at	the new world order emerge at the end of the Cold War	the new world order come in at the end of the Cold War	Yes	1
be the king of	reign in	The sun be the king of the planets	The sun reign in the planets	Yes	1
be employed at	be employed by	students be employed at the United Nations	students be employed by the United Nations	Yes	1
construct	want to build	The organization construct a Web site	The organization want to build a Web site	Yes	1
be on for	carry on for	the system be on for a long time	the system carry on for a long time	Yes	1
be included in	be listed in	the author be included in the space	the author be listed in the space	Yes	1
consider	think about	Canada consider this change	Canada think about this change	Yes	1
sit at	be seated around	Customers sit at this table	Customers be seated around this table	Yes	1
be included for	exist for	Third party links be included for your convenience	Third party links exist for your convenience	Yes	1
constitute	form	this article constitute legal advice	this article form legal advice	Yes	1
occur in	be seen in	Cloning occur in nature	Cloning be seen in nature	Yes	1
win	be a winner of	every contestant win a prize	every contestant be a winner of a prize	Yes	1
be true for	be applicable to	the same be true for Christmas	the same be applicable to Christmas	Yes	1
be served at	be offered at	alcohol be served at this hotel	alcohol be offered at this hotel	Yes	1
continue to	proceed to	Steve continue to race	Steve proceed to race	Yes	1
be used in	be utilized in	Hebrew be used in the Septuagint	Hebrew be utilized in the Septuagint	Yes	1
display a variety of	house a number of	this online version display a variety of articles	this online version house a number of articles	Yes	1
offer a variety of	provide a variety of	The program offer a variety of activities	The program provide a variety of activities	Yes	1
count	keep track of	my father count the days	my father keep track of the days	Yes	1
dabble in	get started in	Newton dabble in the occult	Newton get started in the occult	Yes	1
match	be suited to	your skills match the job description	your skills be suited to the job description	Yes	1
use a range of	use all kind of	this proposal use a range of methods	this proposal use all kind of methods	Yes	1
consider	investigate	These committees consider legislation	These committees investigate legislation	Yes	1
submit	present	an applicant submit an application form	an applicant present an application form	Yes	1
start to turn	change	the trees start to turn a little bit	the trees change a little bit	Yes	1
be satisfying to	be agreeable to	artistic , sensitive , or spiritually inclined people be satisfying to him	artistic , sensitive , or spiritually inclined people be agreeable to him	Yes	1
be a great source of	be a rich source of	other firms be a great source of support	other firms be a rich source of support	Yes	1
turn on	flick on	Leo turn on the radio	Leo flick on the radio	Yes	1
rely on	be dependent upon	the state rely on collaboration	the state be dependent upon collaboration	Yes	1
be designed in	be planned in	systems be designed in this manner	systems be planned in this manner	Yes	1
score	rack up	Kobe Bryant score 36 points	Kobe Bryant rack up 36 points	Yes	1
solve	be the solution to	one solution solve all problems	one solution be the solution to all problems	Yes	1
shout for	holler for	the animals shout for joy	the animals holler for joy	Yes	1
